id,ürün,tahmin fiyat,ürün fiyatı,1_fiyat,2_fiyat,3_fiyat
17017,Buğday ekmeği,2.934436,2.87,2.75,2.58,2.46
17018,Bulgur,6.6267214,6.72,6.38,6.02,5.77
17019,Erişte,12.945697,12.91,12.44,11.7,11.11
17020,Makarna,6.1283903,6.13,5.87,5.51,5.27
17021,Mısır,9.324392,9.3,8.98,8.65,8.25
17022,Mısır unu,46.131817,46.58,44.64,43.16,40.96
17023,Nişasta,21.013538,20.99,20.17,19.43,18.43
17024,Pilav,16.130075,16.08,15.55,14.74,14.14
17025,Pirinç unu,28.649815,28.71,27.78,26.3,25.23
17026,Şehriye,29.39938,29.21,27.87,26.53,25.02
17027,Tarhana,14.758818,14.87,14.01,13.25,12.52
17028,Yulaf unu,55.232967,55.48,54.24,50.93,48.89
17029,yumurta,34.06362,34.08,33.33,31.87,30.81
17030,beyaz peynir,67.03268,66.72,64.64,61.34,58.77
17031,Kaşar peyniri,70.13234,68.11,65.6,61.99,58.39
17032,krema,31.389318,31.45,30.21,28.9,27.15
17033,yoğurt,50.54604,50.84,48.31,46.29,44.43
17034,sucuk,64.76559,64.64,61.48,59.66,56.75
17035,salam,46.481888,46.81,44.6,42.4,40.39
17036,sosis,52.327717,52.0,50.81,47.87,44.5
17037,tam buğday ekmek,16.57568,16.52,15.98,15.05,14.49
17038,kaymak,67.06195,67.08,64.54,61.05,58.49
17039,bal,102.1972,107.79,103.42,97.73,94.55
17040,tereyağ,67.06014,67.02,64.73,61.53,58.17
17041,Armut,16.28399,16.26,15.49,14.88,14.33
17042,Çilek,20.172216,20.04,19.43,18.36,17.44
17043,Elma,25.570204,25.43,24.43,23.48,22.49
17044,Erik türleri,27.45733,27.61,26.25,24.9,23.53
17045,İncir,17.933323,17.96,17.1,16.18,15.83
17046,Karadut,19.61965,19.64,18.66,17.74,16.84
17047,Karpuz,27.046858,27.06,25.9,24.76,23.31
17048,Kavun,27.688866,27.8,26.57,25.18,23.92
17049,Kayısı,16.142004,16.15,15.25,14.77,14.13
17050,Kiraz,21.271334,21.02,20.55,19.22,18.3
17051,Limon,12.67837,12.63,12.19,11.59,10.97
17052,Mandalina,13.597959,13.55,13.2,12.52,12.02
17053,Muz,37.64959,37.69,36.03,34.04,32.74
17054,Nar,32.854897,32.74,31.8,30.28,28.86
17055,Portakal,18.161135,18.06,17.24,16.2,15.22
17056,Şeftali,19.642231,19.73,18.71,17.83,17.03
17057,Üzüm,22.77166,22.78,21.86,20.59,19.56
17058,Vişne,20.109732,20.04,19.28,18.32,17.39
17059,fındık,51.42677,51.83,49.92,46.97,44.4
17060,fıstık,70.10074,69.74,66.2,63.54,60.72
17061,kaju,62.861473,63.21,61.55,59.73,55.8
17062,badem,65.00389,65.55,62.68,58.96,55.5
17063,ceviz,83.27986,79.93,77.04,73.13,68.6
17064,kıyma,124.53903,134.55,127.43,122.44,117.39
17065,tavuk,47.290882,47.12,45.57,42.46,40.29
17066,hindi,48.908657,48.74,46.67,44.98,42.48
17067,Bakla-kuru,29.75347,29.7,28.45,26.61,25.46
17068,Bakla-taze,57.84708,58.12,55.65,52.99,50.7
17069,Bamya,19.412807,19.36,18.51,17.49,16.39
17070,Barbunya-kuru,26.429386,26.4,25.31,23.8,22.69
17071,Bezelye-taze,49.50338,49.57,46.24,43.91,41.3
17072,Biber-yeşil,53.230408,53.59,51.78,48.55,46.47
17073,Brüksel laha.,80.67469,81.92,78.31,75.14,72.66
17074,Domates,18.49135,18.4,17.81,16.87,16.11
17075,Enginar,46.337543,46.22,44.1,42.2,39.24
17076,Fasulye-kuru,34.902973,34.91,33.33,31.51,29.98
17077,Fasulye-taze,40.62106,40.4,38.85,37.45,35.81
17078,Havuç,35.19751,35.14,33.82,31.66,29.7
17079,Salatalık,17.246534,17.21,16.6,15.82,15.16
17080,Ispanak,47.59609,47.02,45.1,42.21,40.0
17081,Kabak,32.87958,32.8,31.3,29.93,29.0
17082,Karnabahar,33.94549,34.1,32.51,30.84,29.94
17083,Kereviz-baş,24.98888,24.97,23.98,22.81,21.58
17084,Kırmızı-pancar,24.098183,24.21,22.8,21.21,19.99
17085,Lahana,30.640581,30.55,29.4,27.75,26.86
17086,Mantar,64.45512,63.65,60.45,57.23,53.7
17087,Marul,31.82123,31.68,31.06,29.21,27.45
17088,Mercimek-kuru,17.631042,17.6,17.06,16.41,15.82
17089,Nohut,18.398283,18.32,17.63,16.81,15.91
17090,Pancar,28.60484,28.6,27.37,26.11,24.81
17091,Patates,11.748069,11.79,11.31,10.83,10.23
17092,Patlıcan,33.1583,32.89,31.69,29.99,29.15
17093,Pazı,8.8465805,8.97,8.43,8.02,7.64
17094,Pırasa,10.753807,10.69,10.38,9.86,9.56
17095,Semizotu,10.446081,10.46,10.0,9.59,9.2
17096,Buğday ekmeği,3.1780632,3.26,3.14,2.99,2.87
17097,Bulgur,6.5669785,6.62,6.3,5.93,5.6
17098,Erişte,16.240122,16.25,15.48,14.81,13.92
17099,Makarna,6.931399,7.0,6.63,6.28,5.96
17100,Mısır,8.290203,8.26,7.99,7.58,7.25
17101,Mısır unu,46.890854,47.17,44.63,41.57,39.57
17102,Nişasta,21.360203,21.28,20.6,19.42,18.46
17103,Pilav,17.66591,17.56,16.94,15.72,14.95
17104,Pirinç unu,29.190996,29.03,28.19,26.67,25.19
17105,Şehriye,30.993746,30.96,29.71,28.32,27.02
17106,Tarhana,15.285625,15.19,14.64,13.76,12.9
17107,Yulaf unu,58.635406,58.36,55.19,52.68,50.29
17108,yumurta,34.885174,34.7,33.1,31.59,30.29
17109,beyaz peynir,64.54546,64.67,61.18,58.3,55.54
17110,Kaşar peyniri,66.28487,66.84,63.91,60.85,57.69
17111,krema,35.795834,35.55,34.11,32.14,30.64
17112,yoğurt,56.291264,56.41,53.99,51.2,48.42
17113,sucuk,69.60464,69.18,66.4,62.36,59.23
17114,salam,48.539165,48.58,46.48,44.18,41.87
17115,sosis,47.433487,47.61,45.68,43.64,41.76
17116,tam buğday ekmek,17.027678,17.0,16.28,15.2,14.61
17117,kaymak,65.82105,66.42,64.08,61.6,58.02
17118,bal,101.881355,103.62,99.78,94.87,91.27
17119,tereyağ,71.807915,72.46,70.45,67.96,65.23
17120,Armut,16.599289,16.66,16.04,15.32,14.38
17121,Çilek,22.233585,22.24,21.41,20.48,19.63
17122,Elma,29.2866,29.17,28.19,26.66,25.38
17123,Erik türleri,25.31513,25.19,24.15,22.56,21.62
17124,İncir,15.074841,15.12,14.68,14.16,13.31
17125,Karadut,24.859764,24.85,23.69,22.47,21.22
17126,Karpuz,25.856005,25.82,24.69,23.79,22.67
17127,Kavun,27.831697,27.79,26.7,25.47,24.03
17128,Kayısı,16.656155,16.66,15.88,15.11,14.37
17129,Kiraz,22.061295,22.05,21.26,20.12,19.16
17130,Limon,14.5288315,14.6,13.81,13.01,12.5
17131,Mandalina,12.607647,12.69,12.01,11.34,10.84
17132,Muz,32.142963,32.14,31.15,29.54,27.85
17133,Nar,33.34909,33.37,32.25,31.01,29.07
17134,Portakal,16.563084,16.53,15.97,15.34,14.74
17135,Şeftali,22.91629,22.78,22.23,21.01,20.09
17136,Üzüm,20.235699,20.25,19.46,18.8,17.93
17137,Vişne,15.741351,15.7,15.0,14.03,13.22
17138,fındık,54.39382,54.13,51.37,48.8,46.31
17139,fıstık,60.521553,60.03,58.16,55.27,52.54
17140,kaju,60.9045,61.77,58.6,55.07,52.94
17141,badem,61.289146,61.45,59.8,56.29,53.19
17142,ceviz,81.04928,80.48,77.72,75.63,71.17
17143,kıyma,122.63529,126.8,121.48,116.03,111.22
17144,tavuk,45.009853,44.8,43.12,40.75,38.53
17145,hindi,46.10444,46.14,44.2,42.25,40.81
17146,Bakla-kuru,28.214054,28.29,27.16,26.0,24.87
17147,Bakla-taze,64.67061,64.66,61.46,58.52,53.78
17148,Bamya,21.083948,21.16,20.31,19.63,18.72
17149,Barbunya-kuru,23.642828,23.48,22.84,21.6,20.41
17150,Bezelye-taze,51.83273,52.03,49.79,47.63,44.65
17151,Biber-yeşil,50.975803,51.0,49.39,47.27,44.71
17152,Brüksel laha.,99.84604,101.3,99.59,94.72,89.63
17153,Domates,16.900366,16.83,16.3,15.6,14.86
17154,Enginar,51.98775,51.53,48.9,46.06,43.95
17155,Fasulye-kuru,40.113674,39.93,38.44,36.27,34.73
17156,Fasulye-taze,36.236267,36.49,34.44,33.14,31.59
17157,Havuç,31.077377,31.04,29.81,28.07,26.68
17158,Salatalık,14.48151,14.45,14.01,13.5,12.89
17159,Ispanak,51.368286,51.59,50.24,47.29,44.52
17160,Kabak,33.687542,33.51,32.57,31.24,29.38
17161,Karnabahar,33.25783,33.33,32.01,30.22,28.4
17162,Kereviz-baş,22.343122,22.28,21.45,20.06,19.33
17163,Kırmızı-pancar,28.404806,28.42,27.13,25.58,24.13
17164,Lahana,26.247036,26.33,25.14,23.95,23.21
17165,Mantar,55.134087,54.85,53.06,49.85,47.46
17166,Marul,26.264164,26.19,25.3,23.95,22.73
17167,Mercimek-kuru,23.397297,23.4,22.45,21.63,20.44
17168,Nohut,19.01055,18.91,18.41,17.5,16.54
17169,Pancar,27.105473,26.94,26.05,24.72,23.79
17170,Patates,14.771414,14.83,14.22,13.64,12.83
17171,Patlıcan,30.064919,30.18,29.18,27.39,25.73
17172,Pazı,8.231626,8.23,7.92,7.58,7.25
17173,Pırasa,11.965848,12.0,11.38,10.82,10.34
17174,Semizotu,10.542498,10.55,10.15,9.72,9.25
17175,Buğday ekmeği,3.1732059,3.26,3.14,3.0,2.86
17176,Bulgur,6.4227166,6.41,6.19,5.88,5.66
17177,Erişte,15.658991,15.7,14.92,14.21,13.5
17178,Makarna,6.282879,6.29,6.03,5.73,5.37
17179,Mısır,8.791903,8.86,8.48,8.06,7.71
17180,Mısır unu,55.105648,54.45,52.45,49.56,46.85
17181,Nişasta,19.881308,19.89,19.07,18.34,17.42
17182,Pilav,19.83286,19.81,18.77,17.69,16.7
17183,Pirinç unu,32.475643,32.64,31.08,29.88,27.83
17184,Şehriye,26.361122,26.35,25.62,24.49,23.43
17185,Tarhana,13.391882,13.32,13.21,12.6,11.97
17186,Yulaf unu,55.66582,55.97,52.57,50.22,48.49
17187,yumurta,32.002785,31.84,31.17,29.05,27.51
17188,beyaz peynir,60.137737,59.72,58.03,54.34,50.95
17189,Kaşar peyniri,71.99773,71.93,69.32,65.44,62.54
17190,krema,38.279305,38.35,36.56,34.81,33.58
17191,yoğurt,49.146328,49.35,47.02,45.18,43.35
17192,sucuk,61.80345,61.56,58.66,56.23,53.49
17193,salam,53.555996,53.73,51.68,49.05,47.54
17194,sosis,52.79488,52.72,50.61,47.96,45.4
17195,tam buğday ekmek,16.206432,16.1,15.46,14.6,13.87
17196,kaymak,60.942993,61.43,58.77,55.72,52.98
17197,bal,104.02556,108.75,104.28,99.68,94.58
17198,tereyağ,67.452934,67.93,64.58,62.12,58.96
17199,Armut,15.605356,15.58,14.88,14.15,13.48
17200,Çilek,20.875698,20.82,19.86,19.03,17.92
17201,Elma,28.676586,28.59,27.98,26.62,25.73
17202,Erik türleri,27.67981,27.77,26.21,25.13,23.94
17203,İncir,20.482538,20.29,19.78,18.5,17.62
17204,Karadut,18.918898,18.84,18.23,17.27,16.58
17205,Karpuz,28.282827,28.15,27.29,26.1,25.06
17206,Kavun,29.132267,29.19,27.34,25.83,24.76
17207,Kayısı,19.226574,19.12,18.73,17.69,16.56
17208,Kiraz,17.673336,17.69,16.92,16.46,15.56
17209,Limon,12.389769,12.43,11.96,11.44,10.78
17210,Mandalina,12.417798,12.56,11.83,11.24,10.57
17211,Muz,31.997284,32.11,30.7,29.07,27.48
17212,Nar,35.33685,35.11,34.3,32.43,30.85
17213,Portakal,15.665345,15.67,15.01,14.35,13.41
17214,Şeftali,19.940577,19.92,19.11,18.25,17.8
17215,Üzüm,22.49696,22.52,21.38,20.32,19.22
17216,Vişne,17.733925,17.65,17.07,16.15,15.28
17217,fındık,56.533333,56.28,53.41,51.03,48.33
17218,fıstık,58.04622,58.08,54.53,51.4,49.57
17219,kaju,60.336258,60.05,58.18,55.45,52.66
17220,badem,67.20562,67.02,64.84,61.04,58.0
17221,ceviz,81.91131,81.89,78.36,73.75,69.26
17222,kıyma,154.53786,164.53,157.4,149.47,140.77
17223,tavuk,46.54361,46.17,44.84,42.77,40.18
17224,hindi,46.08819,46.32,44.71,42.04,40.04
17225,Bakla-kuru,28.340433,28.2,27.1,25.39,24.81
17226,Bakla-taze,53.02154,52.76,51.01,49.3,47.21
17227,Bamya,24.21507,24.27,23.27,22.17,21.31
17228,Barbunya-kuru,27.243668,27.25,25.94,24.5,23.33
17229,Bezelye-taze,60.825893,60.79,57.61,54.71,50.97
17230,Biber-yeşil,55.981674,55.84,54.57,52.76,50.54
17231,Brüksel laha.,104.79102,105.07,101.77,96.29,91.52
17232,Domates,16.686775,16.57,15.83,14.93,14.33
17233,Enginar,42.793304,43.06,41.51,39.75,37.89
17234,Fasulye-kuru,36.779984,36.82,35.53,33.94,31.69
17235,Fasulye-taze,43.337143,43.36,41.39,39.73,37.76
17236,Havuç,33.29796,33.2,31.87,29.94,28.98
17237,Salatalık,17.727476,17.64,17.01,16.16,15.23
17238,Ispanak,45.423256,45.7,43.52,41.55,39.45
17239,Kabak,35.156765,35.25,33.83,32.09,30.56
17240,Karnabahar,37.462105,37.2,36.57,34.62,33.16
17241,Kereviz-baş,25.812098,25.87,24.64,23.01,21.99
17242,Kırmızı-pancar,24.374502,24.29,23.5,22.21,21.27
17243,Lahana,33.638737,33.73,32.45,31.2,29.56
17244,Mantar,60.75937,60.29,58.53,55.09,51.95
17245,Marul,29.867558,29.74,28.54,26.97,25.84
17246,Mercimek-kuru,18.947447,18.95,17.95,17.15,16.25
17247,Nohut,18.563091,18.53,17.85,16.86,16.02
17248,Pancar,32.41681,32.45,31.53,30.16,28.76
17249,Patates,12.88417,12.9,12.33,11.9,11.3
17250,Patlıcan,28.13129,28.16,27.4,26.42,25.05
17251,Pazı,9.451203,9.56,9.0,8.51,8.05
17252,Pırasa,12.518626,12.48,12.08,11.52,10.94
17253,Semizotu,11.951872,11.93,11.44,10.91,10.3
17254,Buğday ekmeği,2.9482837,2.92,2.82,2.7,2.59
17255,Bulgur,6.1626787,6.1,5.9,5.61,5.3
17256,Erişte,14.17015,14.22,13.47,12.69,12.12
17257,Makarna,6.1347938,6.03,5.91,5.57,5.28
17258,Mısır,8.661178,8.71,8.28,7.95,7.53
17259,Mısır unu,58.091415,58.28,56.11,53.22,49.77
17260,Nişasta,20.040222,19.94,19.04,17.86,17.14
17261,Pilav,15.49352,15.54,14.94,14.23,13.22
17262,Pirinç unu,29.93301,29.85,28.97,27.64,26.23
17263,Şehriye,27.417603,27.56,26.2,24.99,23.7
17264,Tarhana,14.463343,14.49,13.82,12.95,12.4
17265,Yulaf unu,54.627014,54.82,51.68,49.5,47.93
17266,yumurta,31.177223,31.02,29.64,28.15,27.37
17267,beyaz peynir,75.13942,73.25,71.39,67.32,63.97
17268,Kaşar peyniri,56.820812,56.7,54.96,52.01,49.4
17269,krema,34.120808,33.87,32.55,31.04,29.54
17270,yoğurt,44.20241,44.2,42.33,40.54,38.88
17271,sucuk,63.228844,62.87,60.27,57.84,54.54
17272,salam,53.82976,53.66,51.35,48.48,45.49
17273,sosis,48.465652,48.25,46.26,44.02,42.39
17274,tam buğday ekmek,16.419226,16.35,15.84,15.39,14.8
17275,kaymak,65.35589,64.32,62.17,58.54,55.65
17276,bal,103.42896,113.9,108.1,103.93,98.47
17277,tereyağ,75.37008,71.79,70.34,66.1,62.51
17278,Armut,16.52475,16.52,16.03,15.29,14.56
17279,Çilek,21.292994,21.24,20.45,19.26,18.15
17280,Elma,24.408426,24.28,23.4,22.27,21.29
17281,Erik türleri,26.962465,26.75,26.02,24.3,23.56
17282,İncir,16.657585,16.61,16.09,15.35,14.49
17283,Karadut,21.061062,20.99,19.99,19.12,18.27
17284,Karpuz,24.22889,24.16,23.24,21.85,21.12
17285,Kavun,29.995914,29.91,29.0,27.34,26.26
17286,Kayısı,17.128105,17.23,16.23,15.52,14.68
17287,Kiraz,22.116293,22.15,21.18,20.14,19.17
17288,Limon,15.533543,15.52,14.74,14.04,13.27
17289,Mandalina,13.940944,13.89,13.38,12.7,12.37
17290,Muz,33.36829,33.55,31.83,31.01,29.42
17291,Nar,31.843771,31.88,30.65,29.23,28.18
17292,Portakal,19.278713,19.26,18.35,17.7,16.79
17293,Şeftali,24.998295,24.96,23.95,22.75,21.47
17294,Üzüm,21.021395,21.09,19.95,19.41,18.4
17295,Vişne,17.434727,17.39,16.98,16.16,15.49
17296,fındık,61.02462,60.26,57.54,54.28,51.0
17297,fıstık,60.980465,61.65,59.09,56.64,52.87
17298,kaju,66.349434,66.48,64.09,60.81,57.99
17299,badem,58.508934,58.2,55.72,53.0,50.75
17300,ceviz,66.14105,65.12,62.88,59.45,56.62
17301,kıyma,128.49484,128.4,122.39,117.52,110.92
17302,tavuk,48.381855,48.69,45.85,43.73,41.72
17303,hindi,54.206516,53.63,51.0,47.68,44.91
17304,Bakla-kuru,26.38664,26.42,25.14,24.03,22.85
17305,Bakla-taze,60.889874,60.97,57.75,54.78,52.28
17306,Bamya,24.101665,24.11,23.23,21.89,20.34
17307,Barbunya-kuru,25.712313,25.85,24.62,23.49,22.22
17308,Bezelye-taze,50.01598,49.94,47.94,46.29,44.34
17309,Biber-yeşil,53.384277,53.41,51.17,49.06,46.46
17310,Brüksel laha.,100.93778,103.29,99.21,94.01,90.04
17311,Domates,16.366545,16.33,15.59,14.77,14.16
17312,Enginar,48.09228,48.81,45.76,43.0,40.98
17313,Fasulye-kuru,37.02995,37.0,35.4,33.5,31.76
17314,Fasulye-taze,40.87093,40.74,38.2,36.27,34.41
17315,Havuç,32.463837,32.42,31.1,29.72,28.32
17316,Salatalık,18.531609,18.58,17.73,16.84,15.92
17317,Ispanak,55.007545,55.1,53.03,50.1,47.75
17318,Kabak,35.368217,35.56,33.44,31.89,30.33
17319,Karnabahar,34.934418,34.81,33.18,31.42,29.78
17320,Kereviz-baş,25.911745,25.78,25.15,23.25,22.39
17321,Kırmızı-pancar,23.987242,23.98,22.93,22.15,21.38
17322,Lahana,24.136,24.17,23.2,22.16,21.27
17323,Mantar,54.00943,53.94,51.15,48.32,46.97
17324,Marul,26.411497,26.41,25.25,23.84,22.74
17325,Mercimek-kuru,20.611843,20.51,19.78,18.42,17.13
17326,Nohut,16.83038,16.76,16.3,15.56,14.74
17327,Pancar,29.75705,29.85,28.73,27.78,26.35
17328,Patates,11.677417,11.67,11.23,10.58,9.98
17329,Patlıcan,36.369537,36.21,34.75,32.57,30.5
17330,Pazı,8.8659725,8.83,8.58,8.1,7.65
17331,Pırasa,10.217035,10.21,9.8,9.34,8.98
17332,Semizotu,9.512454,9.56,9.1,8.65,8.24
17333,Buğday ekmeği,3.1305583,3.22,3.13,2.98,2.81
17334,Bulgur,6.5422955,6.58,6.27,6.02,5.77
17335,Erişte,15.564111,15.56,14.82,13.73,13.01
17336,Makarna,7.3350444,7.29,7.07,6.62,6.25
17337,Mısır,8.747126,8.75,8.42,7.93,7.4
17338,Mısır unu,58.054436,57.74,55.9,52.42,50.35
17339,Nişasta,21.556576,21.54,20.58,19.55,18.56
17340,Pilav,17.406181,17.29,16.69,15.7,14.69
17341,Pirinç unu,29.1579,29.06,28.11,26.33,25.47
17342,Şehriye,24.263292,24.18,23.68,22.95,21.83
17343,Tarhana,14.36473,14.4,13.73,12.95,12.29
17344,Yulaf unu,55.525234,56.34,54.38,52.0,49.31
17345,yumurta,31.32178,31.15,29.62,27.96,26.57
17346,beyaz peynir,60.71241,60.49,57.98,55.58,53.26
17347,Kaşar peyniri,58.9556,59.13,56.79,53.68,51.23
17348,krema,37.479805,37.35,35.75,33.95,32.35
17349,yoğurt,57.796402,57.54,54.86,51.71,49.4
17350,sucuk,66.441765,65.84,63.17,59.81,57.12
17351,salam,54.75432,54.99,51.88,49.12,46.87
17352,sosis,50.573414,50.57,48.45,45.17,42.01
17353,tam buğday ekmek,15.311894,15.32,14.85,14.21,13.53
17354,kaymak,61.983208,61.85,58.57,55.67,52.69
17355,bal,101.14798,103.49,99.22,95.03,90.07
17356,tereyağ,77.066124,76.84,73.62,70.88,67.2
17357,Armut,17.757864,17.7,17.02,16.23,15.4
17358,Çilek,21.08,21.04,20.35,19.47,18.83
17359,Elma,29.289156,29.06,27.52,26.21,25.01
17360,Erik türleri,29.218615,29.34,28.15,27.07,25.95
17361,İncir,15.92671,15.88,15.23,14.56,13.74
17362,Karadut,18.91906,18.92,18.11,17.1,16.68
17363,Karpuz,23.274763,23.37,22.34,21.45,20.69
17364,Kavun,32.57925,32.62,31.13,29.29,27.91
17365,Kayısı,15.244853,15.22,14.6,13.79,13.15
17366,Kiraz,20.494131,20.47,19.64,18.22,17.23
17367,Limon,12.757745,12.75,12.3,11.74,11.18
17368,Mandalina,10.457978,10.47,10.11,9.63,9.26
17369,Muz,37.155884,37.16,36.08,34.08,31.97
17370,Nar,31.974056,31.93,30.62,28.72,27.43
17371,Portakal,17.682144,17.67,16.9,16.22,15.51
17372,Şeftali,19.911873,19.92,19.15,18.14,17.08
17373,Üzüm,21.394087,21.46,20.32,19.21,18.42
17374,Vişne,16.888805,16.94,16.25,15.83,15.08
17375,fındık,60.35551,60.18,58.72,55.0,51.9
17376,fıstık,73.20775,72.93,70.74,67.42,64.09
17377,kaju,64.168686,64.73,62.82,59.75,56.56
17378,badem,65.30123,65.06,63.03,59.9,57.08
17379,ceviz,75.20209,74.76,73.47,69.85,66.69
17380,kıyma,133.53897,140.56,133.68,125.53,120.34
17381,tavuk,43.919502,43.67,42.01,39.96,38.12
17382,hindi,45.861965,45.85,44.31,42.24,40.36
17383,Bakla-kuru,35.89868,35.81,34.13,32.5,30.56
17384,Bakla-taze,61.102654,61.15,59.67,56.32,53.71
17385,Bamya,24.137615,24.0,23.51,22.15,21.01
17386,Barbunya-kuru,26.08958,25.94,24.92,23.47,22.27
17387,Bezelye-taze,57.420124,57.76,56.38,54.32,50.93
17388,Biber-yeşil,53.291943,53.54,51.33,48.84,45.91
17389,Brüksel laha.,104.48805,106.22,102.12,95.02,90.45
17390,Domates,19.480442,19.5,18.48,17.65,16.67
17391,Enginar,46.902824,46.86,45.38,43.62,42.26
17392,Fasulye-kuru,37.95305,38.25,36.07,34.12,33.12
17393,Fasulye-taze,38.135597,38.23,37.43,35.27,33.88
17394,Havuç,33.65945,33.62,32.34,30.92,29.44
17395,Salatalık,15.90014,15.93,14.99,14.35,13.72
17396,Ispanak,55.200367,55.09,52.94,50.59,47.59
17397,Kabak,38.11233,37.92,37.06,34.87,33.18
17398,Karnabahar,36.134247,35.94,34.56,33.06,31.52
17399,Kereviz-baş,24.231697,24.21,23.18,22.27,21.39
17400,Kırmızı-pancar,29.266562,29.16,27.92,26.35,24.58
17401,Lahana,34.96522,34.9,32.6,30.85,29.15
17402,Mantar,58.13244,58.04,55.36,53.02,50.5
17403,Marul,25.77216,25.85,24.82,23.69,22.69
17404,Mercimek-kuru,24.134466,24.22,22.95,21.77,20.81
17405,Nohut,19.077421,19.11,18.26,17.42,16.86
17406,Pancar,29.464708,29.49,28.1,26.69,25.3
17407,Patates,14.373959,14.36,13.91,13.2,12.46
17408,Patlıcan,30.695465,30.69,29.47,27.93,26.58
17409,Pazı,8.249143,8.27,7.9,7.47,7.07
17410,Pırasa,12.233947,12.28,11.7,11.18,10.73
17411,Semizotu,10.33685,10.36,10.03,9.56,9.12
17412,Buğday ekmeği,3.1786067,3.25,3.06,2.86,2.73
17413,Bulgur,6.9944744,6.99,6.67,6.2,5.74
17414,Erişte,15.860239,15.86,15.22,14.47,13.67
17415,Makarna,5.806835,5.8,5.66,5.4,5.19
17416,Mısır,8.279419,8.32,7.89,7.45,7.08
17417,Mısır unu,48.097855,48.29,45.74,43.37,41.14
17418,Nişasta,19.624426,19.56,18.74,17.8,16.96
17419,Pilav,16.810675,16.81,15.98,14.88,14.06
17420,Pirinç unu,28.180426,28.13,26.9,25.82,24.58
17421,Şehriye,28.831396,28.83,27.62,26.59,25.29
17422,Tarhana,14.069482,14.11,13.4,12.89,12.18
17423,Yulaf unu,49.637108,49.91,47.07,45.32,42.49
17424,yumurta,29.681557,29.8,28.39,27.3,25.88
17425,beyaz peynir,65.43995,65.27,62.56,60.5,57.24
17426,Kaşar peyniri,60.10602,60.06,57.09,54.94,52.1
17427,krema,34.272465,34.25,32.83,31.11,29.62
17428,yoğurt,46.68457,46.61,45.1,43.09,40.92
17429,sucuk,61.94464,62.61,60.19,57.47,54.96
17430,salam,47.48655,47.39,45.21,43.29,41.43
17431,sosis,50.23832,50.16,47.63,45.78,43.37
17432,tam buğday ekmek,16.992691,16.93,16.35,15.45,14.72
17433,kaymak,66.08131,66.32,63.72,60.62,58.0
17434,bal,104.290634,112.29,107.43,101.62,97.51
17435,tereyağ,73.08676,71.18,67.76,63.7,60.73
17436,Armut,17.45605,17.4,16.84,15.98,15.31
17437,Çilek,20.837349,20.8,19.67,18.86,17.7
17438,Elma,26.434202,26.51,25.43,24.31,22.9
17439,Erik türleri,28.334818,28.15,27.22,25.82,24.78
17440,İncir,16.88943,17.01,16.0,15.2,14.25
17441,Karadut,19.03713,19.08,18.3,17.46,16.54
17442,Karpuz,25.659458,25.83,24.86,24.13,22.63
17443,Kavun,25.90677,26.01,25.16,24.21,23.3
17444,Kayısı,15.676133,15.54,15.01,14.1,13.58
17445,Kiraz,20.383959,20.44,19.48,18.76,17.7
17446,Limon,12.0613,12.01,11.6,10.99,10.55
17447,Mandalina,11.971564,12.02,11.54,10.95,10.24
17448,Muz,31.680494,31.67,30.66,29.23,27.87
17449,Nar,37.996243,37.89,36.34,34.88,33.78
17450,Portakal,18.27958,18.09,17.69,16.6,15.85
17451,Şeftali,21.005493,21.12,19.94,19.01,18.15
17452,Üzüm,20.057785,20.06,19.07,18.27,17.52
17453,Vişne,16.712198,16.67,15.95,15.39,14.7
17454,fındık,61.856525,62.27,59.55,57.01,54.34
17455,fıstık,64.538536,64.93,61.93,57.87,55.61
17456,kaju,64.60821,64.71,62.33,60.61,58.35
17457,badem,70.56703,69.95,66.27,62.53,60.19
17458,ceviz,71.910484,73.54,70.71,67.92,63.5
17459,kıyma,140.86166,138.99,135.6,128.36,120.92
17460,tavuk,43.46142,43.55,42.38,41.33,39.44
17461,hindi,45.350212,45.2,42.83,40.83,38.57
17462,Bakla-kuru,32.537895,32.35,31.34,29.73,28.04
17463,Bakla-taze,55.74058,55.52,53.23,50.74,48.8
17464,Bamya,22.08154,22.14,21.22,20.47,19.58
17465,Barbunya-kuru,23.498442,23.51,22.8,21.66,20.83
17466,Bezelye-taze,51.33146,51.15,49.26,46.3,44.27
17467,Biber-yeşil,54.023296,54.12,51.6,49.25,46.61
17468,Brüksel laha.,97.35449,98.52,94.35,90.93,87.59
17469,Domates,18.50102,18.7,17.48,16.39,15.4
17470,Enginar,46.218315,46.4,44.45,42.03,40.3
17471,Fasulye-kuru,43.478107,43.48,41.34,39.14,37.14
17472,Fasulye-taze,43.56257,43.72,41.77,39.07,37.1
17473,Havuç,37.170185,36.97,35.27,33.12,31.58
17474,Salatalık,15.6333475,15.71,14.85,14.11,13.61
17475,Ispanak,52.05685,52.04,49.16,46.68,45.25
17476,Kabak,36.89577,36.84,35.32,33.85,32.42
17477,Karnabahar,29.525541,29.62,28.42,27.34,26.11
17478,Kereviz-baş,28.304464,28.18,27.25,25.77,24.64
17479,Kırmızı-pancar,24.99758,25.11,23.84,22.47,21.71
17480,Lahana,27.311497,27.09,26.36,25.04,23.89
17481,Mantar,52.128433,51.86,48.84,46.89,44.01
